Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764600853,20,,Aggregated,3.400000,1.700000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,172,105,10000.0,6121.716952883791,1.944273000844987,13320.683844000087,247.40116279069767
1764600854,20,,Aggregated,3.100000,1.400000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,175,107,10000.0,6132.122191542914,1.944273000844987,13320.683844000087,247.78285714285715
1764600855,20,,Aggregated,2.900000,1.400000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,177,108,10000.0,6119.703901113044,1.944273000844987,13320.683844000087,247.41242937853107
1764600856,20,,Aggregated,3.000000,1.300000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,179,110,10000.0,6163.779699743062,1.944273000844987,13320.683844000087,248.88268156424581
1764600857,20,,Aggregated,3.000000,1.300000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,179,110,10000.0,6163.779699743062,1.944273000844987,13320.683844000087,248.88268156424581
1764600858,20,,Aggregated,2.600000,1.200000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,188,115,10000.0,6200.494619462806,1.944273000844987,13320.683844000087,252.11170212765958
1764600859,20,,Aggregated,2.600000,1.200000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,188,115,10000.0,6200.494619462806,1.944273000844987,13320.683844000087,252.11170212765958
1764600860,20,,Aggregated,1.900000,1.000000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,193,115,10000.0,6039.934363134767,1.944273000844987,13320.683844000087,246.9015544041451
1764600861,20,,Aggregated,2.700000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,195,117,10000.0,6081.267135364163,1.944273000844987,13320.683844000087,248.25641025641025
1764600862,20,,Aggregated,2.200000,1.200000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,198,120,10000.0,6141.577140116216,1.944273000844987,13320.683844000087,250.23737373737373
1764600863,20,,Aggregated,2.600000,1.100000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,199,121,10000.0,6136.439871522668,1.944273000844987,13320.683844000087,249.99497487437185
1764600864,20,,Aggregated,2.700000,1.300000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,200,122,10000.0,6156.047858655056,1.944273000844987,13320.683844000087,250.64
1764600865,20,,Aggregated,2.900000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,201,122,10000.0,6125.441456597065,1.944273000844987,13320.683844000087,249.64676616915423
1764600866,20,,Aggregated,2.700000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,204,125,10000.0,6183.388652323574,1.944273000844987,13320.683844000087,251.54901960784315
1764600867,20,,Aggregated,2.700000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,204,125,10000.0,6183.388652323574,1.944273000844987,13320.683844000087,251.54901960784315
1764600868,20,,Aggregated,2.700000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,204,125,10000.0,6183.388652323574,1.944273000844987,13320.683844000087,251.54901960784315
1764600869,20,,Aggregated,2.500000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,206,127,10000.0,6221.186642165086,1.944273000844987,13320.683844000087,252.7864077669903
1764600871,20,,Aggregated,2.500000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,208,129,10000.0,6258.1101753461835,1.944273000844987,13320.683844000087,254.0
1764600872,20,,Aggregated,1.600000,1.000000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,209,130,10000.0,6276.353339794289,1.944273000844987,13320.683844000087,254.5980861244019
1764600873,20,,Aggregated,1.800000,1.200000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,213,134,10000.0,6347.44705294369,1.944273000844987,13320.683844000087,256.9342723004695
1764600874,20,,Aggregated,1.500000,1.400000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,218,138,10000.0,6347.32034455965,1.944273000844987,13320.683844000087,255.78899082568807
1764600875,20,,Aggregated,1.400000,1.300000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,222,141,10000.0,6369.2357588829045,1.944273000844987,13320.683844000087,256.5315315315315
1764600876,20,,Aggregated,1.500000,1.400000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,224,142,10000.0,6357.301251866089,1.944273000844987,13320.683844000087,256.1607142857143
1764600877,20,,Aggregated,1.900000,1.700000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,227,142,10000.0,6273.314860215877,1.944273000844987,13320.683844000087,253.44933920704847
1764600878,20,,Aggregated,2.200000,1.900000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,228,143,10000.0,6289.927897706156,1.944273000844987,13320.683844000087,254.0
1764600879,20,,Aggregated,2.300000,2.000000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,230,144,10000.0,6305.924082434798,1.944273000844987,13320.683844000087,255.2608695652174
1764600880,20,,Aggregated,2.300000,1.700000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,232,145,10000.0,6294.967241482778,1.944273000844987,13320.683844000087,254.91379310344828
1764600881,20,,Aggregated,2.400000,1.800000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,233,146,10000.0,6311.192198991442,1.944273000844987,13320.683844000087,255.44635193133047
1764600882,20,,Aggregated,2.400000,1.800000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,233,146,10000.0,6311.192198991442,1.944273000844987,13320.683844000087,255.44635193133047
1764600883,20,,Aggregated,2.600000,1.800000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,235,148,10000.0,6343.139562336185,1.944273000844987,13320.683844000087,256.49787234042554
1764600884,20,,Aggregated,2.500000,1.700000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,237,149,10000.0,6329.622286253182,1.944273000844987,13320.683844000087,256.9535864978903
1764600885,20,,Aggregated,2.400000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,243,154,10000.0,6380.512448584383,1.944273000844987,13320.683844000087,258.61728395061726
1764600886,20,,Aggregated,2.400000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,243,154,10000.0,6380.512448584383,1.944273000844987,13320.683844000087,258.61728395061726
1764600887,20,,Aggregated,1.900000,1.100000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,249,158,10000.0,6388.806923317282,1.944273000844987,13320.683844000087,258.8835341365462
1764600888,20,,Aggregated,1.900000,1.100000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,249,158,10000.0,6388.806923317282,1.944273000844987,13320.683844000087,258.8835341365462
1764600889,20,,Aggregated,2.200000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,251,160,10000.0,6417.999485131488,1.944273000844987,13320.683844000087,259.8406374501992
1764600890,20,,Aggregated,2.200000,1.600000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,253,161,10000.0,6407.0277518142375,1.944273000844987,13320.683844000087,259.4861660079051
1764600891,20,,Aggregated,2.100000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,254,162,10000.0,6421.438688527561,1.944273000844987,13320.683844000087,259.95669291338584
1764600892,20,,Aggregated,2.000000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,255,162,10000.0,6396.2655368548985,1.944273000844987,13320.683844000087,259.1372549019608
1764600893,20,,Aggregated,2.000000,1.500000,10000,10000,10000,10000,10000,10000,10000,11000,13000,13000,13000,255,162,10000.0,6396.2655368548985,1.944273000844987,13320.683844000087,259.1372549019608
1764600894,20,,Aggregated,2.200000,1.600000,10000,10000,10000,10000,10000,10000,10000,13000,13000,13000,13000,260,166,10000.0,6453.490794507697,1.944273000844987,13338.531108998723,258.13461538461536
